medName             ,medType             ,medId               ,quantity            ,factCompany         
BEYOND NICOTINE KIT,Analgesics,28539,49124,CLEAN-MARK CANADA INC.
COLD AND ALLERGY PE,Mood stabilizers,28540,55068,PLAYTEX LTD.
ACROPASS TROUBLE CURE,Tranquilizers,28541,68273,PHARMACIA INC.
NEXESTA FE,Hormone replacements,28542,13523,LABORATOIRE HRA PHARMA
CLARINEX D 24 HOUR,Stimulants,28543,13210,FINE FRAGRANCES & COSMETICS LTD.
DIET DEFENSE,Statins,28544,94097,ALZA CANADA
DR.JART AIR MESH,Statins,28545,74707,IMMANENCE INTEGRAL DERMO CORRECTION INC
ELINEST,Stimulants,28546,98875,HOUBIGANT (1995) LTÉE.
SOXAZOLE,Antibiotics,28547,50186,WATER ENERGY TECHNOLOGIES
CEDAPRIN,Hormone replacements,28548,72977,HELENA RUBINSTEIN CANADA
LOESCH,Statins,28549,69529,NUTRISTAR HEALTH PRODUCTS (1987) INC.
ALERTNESS AID,Analgesics,28550,3416,TOMMY HILFIGER TOILETRIES DIST.
L-METHYLFOLATE CALCIUM,Antiseptics,28551,19843,PHARMAMAG INC.
THERAPLUS,Hormone replacements,28552,76275,EASY MOTION ANIMAL PRODUCTS
HI-COR,Hormone replacements,28553,74010,BEARITT INC.
SIMPLY SALINE,Stimulants,28554,17320,ALBI IMPORTS LTD.
ALLERGIES RELIEF,Oral contraceptives,28555,32267,CHESEBROUGH-POND'S CANADA
ORTHO TRI-CYCLEN LO,Antipyretics,28556,86647,ACEPHARM LAB DIVISION OF SHIFA CARE INC.
DENTISSE,Antiseptics,28557,17492,KANE BIOTECH INCORPORATED
CHILDRENS WAL-DRYL,Oral contraceptives,28558,24268,WEST CHEMICAL PROD OF CANADA LTD.
HALFLYTELY,Statins,28559,62483,KV PHARMACEUTICAL COMPANY
GOLDSHIELD 24,Antimalarial,28560,67709,MEDCIDE INTERNATIONAL INC.
PEEPSING,Analgesics,28561,55333,PRAXAIR CANADA INC
DESGEN DM,Tranquilizers,28562,91955,BERROLEX INC. LES LABORATOIRES
JUST FOR KIDS,Antimalarial,28563,55127,PENTA PHARMACEUTICALS
PROCAINE HYDROCHLORIDE,Hormone replacements,28564,334,ITW DYMON
PHOTO PLASMA,Antipyretics,28565,52494,TIDOL CORPORATION
LASER REJUVENATION,Mood stabilizers,28566,48073,PEGASUS GROUP INC.
VP-HEME ONE,Statins,28567,65892,MASSON AGENCIES LTD.
NU-DERM TOLEREEN,Analgesics,28568,73473,METHAPHARM INC
K-LEASE,Stimulants,28569,66661,SINA LABORATORY
HEADACHE TONIC,Oral contraceptives,28570,39923,BOCKNEK LTD.
FUNGOID-D,Antipyretics,28571,28374,SUNSTAR INC.
SIRTURO,Tranquilizers,28572,997,SULLIVAN SANITATION SUPPLIES LTD.
INFLAMMAGO,Stimulants,28573,89781,ALTA PHARMACEUTICALS INC.
TREATMENT SET TS329678,Mood stabilizers,28574,46274,TRW HOLDINGS INC.
DIARRHEA COLIC,Antipyretics,28575,74560,EMERSON DIRECT INC.
1,Antimalarial,28576,40403,PHARMA STULLN INC.
FLAGYL I.V.,Antimalarial,28577,65305,TP HEALTH LTD.
EPOPROSTENOL SODIUM,Analgesics,28578,80287,VETBIOTEK INC
NO FOUNDATION SPF 30,Oral contraceptives,28579,73547,LAND ART INC.
LACHESIS 30C,Antipyretics,28580,5608,D & F PHARMA
STOP SMOKING AID,Antibiotics,28581,20236,CASSENNE INC.
SUPHEDRINE PE,Tranquilizers,28582,1961,KEY WEST ALOE INC.
PROCHLORPERAZINE,Oral contraceptives,28583,36875,VITAL TECH INDUSTRIES INC.
BIOTOX,Analgesics,28584,35943,LES INSTRUMENTS MEDICAUX A.B.C. INC.
LATUDA,Hormone replacements,28585,87877,GENESA PRODUCTS INC.
AQUA FIT CUSHION W34,Antiseptics,28586,67122,BIOTHERM CANADA
SYMPROIC,Antiseptics,28587,51652,CHATTEM CANADA
BB MEDIUM,Mood stabilizers,28588,17025,ST. THOMAS ELGIN GENERAL HOSPITAL
RE-GRO,Analgesics,28589,27513,CATHERINE ATZEN INC.
HEALTHCARE,Hormone replacements,28590,60173,BOBBI BROWN PROFESSIONAL COSMETICS DIST
GASTROPAR,Analgesics,28591,16094,OCCY LABORATOIRE INC.
GUNA-BETA-ESTRADIOL,Tranquilizers,28592,64339,SANI-MARC INC
RECOVERY NUMB,Oral contraceptives,28593,78676,ARIZONA NATURAL RESOURCES INC.
PROSTASCINT,Mood stabilizers,28594,5242,THE FUNDAMOTION GROUP INC.
FRESH CUCUMBER MELON,Mood stabilizers,28595,83756,ROSAIRE BELISLE ET FILS INC.
PEDI-DERM BUM,Antipyretics,28596,47914,UNI CARE SERVICES LTD.
VICKS VAPORUB,Antibiotics,28597,19027,EUROVET ANIMAL HEALTH B.V.
TENIVAC,Hormone replacements,28598,72884,COPELAND LABS
ZIT ZAPPER,Antibiotics,28599,9232,RIVEX PHARMA INC.
NEURALGIA,Hormone replacements,28600,66778,RIVIERA CONCEPTS INC.
CIS-PYRO,Stimulants,28601,57053,SOLVAY PHARMA INC
VITAMIN D,Antibiotics,28602,38249,TEC LABORATORIES INC.
YONIS BLISS,Mood stabilizers,28603,32293,WASIP LTD.
ALBUTEROL SULFATE,Mood stabilizers,28604,5325,MEDICAN PHARMA INCORPORATED
ARNICA BETULA A,Statins,28605,30120,ELANCO CANADA LIMITED
EQUALINE ALLERGY,Hormone replacements,28606,38330,VITAQUEST CORP
FERRUM QUARTZ PELLETS,Mood stabilizers,28607,32581,GRIFOLS BIOLOGICALS LLC
RIVASTIGMINE TARTRATE,Mood stabilizers,28608,97056,BARRETT HODGSON PAKISTAN (PVT) LIMITED
PEGANONE,Antimalarial,28609,71959,UNITED THERAPEUTICS CORPORATION
OAK MIX,Hormone replacements,28610,84604,SYNTHESE ELEVAGE
HIPOGLOS,Antiseptics,28611,11209,EMU MAN PTY LTD.
APPETITE ENHANCER,Mood stabilizers,28612,38097,MINNETONKA BRANDS INC.
DI-DAK-SOL,Mood stabilizers,28613,68088,LUCERNE FOODS LTD.
BIOSPEC,Oral contraceptives,28614,44097,NEWAYS INC.
XYLOSE,Statins,28615,30008,PLOUGH CANADA INC.
CUPRUM ARSENICOSUM,Oral contraceptives,28616,80308,SANTREL INTERNATIONAL INC.
TREATMENT SET TS344001,Oral contraceptives,28617,38423,T & M DISTRIBUTING
PHELLANDRIUM AQUATICUM,Antimalarial,28618,63982,CALOLCOMPAGNIET
TAGITOL V,Mood stabilizers,28619,45094,DICKLER CHEMICAL LABS
OCTREOTIDE ACETATE,Oral contraceptives,28620,26362,SPARTAN PACKAGING INC.
TREATMENT SET TS349358,Antipyretics,28621,31861,NERGY SANTÉ INC.
BIO DTUSS,Hormone replacements,28622,71135,ACRAF S.P.A
CODEINE SULFATE,Antipyretics,28623,78711,QUIP LABORATORIES INC.
PROVOCHOLINE,Statins,28624,26854,HU-FRIEDY MANUFACTURING CO
MEDI STEM COLLAGEN,Antibiotics,28625,51171,TOPIX PHARMACEUTICALS INC
PREGNYL,Analgesics,28626,48449,NEVIN LABS INC.
UNDA 710,Hormone replacements,28627,65307,NU-WORLD CORPORATION
SODIUM P.A.S.,Stimulants,28628,34053,ACADEMIC VITAMINS AND NUTRITION LTD.
GLIPIZIDEER,Statins,28629,99236,CHEMPRO DIVISION OF DIVERSEY INC.
TERRASIL IPL RELIEF,Mood stabilizers,28630,15408,UPJOHN CONSUMER PRODUCTS COMPANY
TREATMENT SET TS348651,Hormone replacements,28631,13503,BODY KONTROL INVESTMENT LTD.
TAZTIA XT,Mood stabilizers,28632,70080,MARRIN BROTHERS LTD.
PROCENTRA,Oral contraceptives,28633,49735,NORTHROP SCOTT INC.
SUNSPRAY,Antiseptics,28634,27462,BECTON DICKINSON CANADA INC.
SINUS HP,Stimulants,28635,59823,BROCK VETERINARY SUPPLY CO
CVS COLD HOT MEDICATED,Antibiotics,28636,48729,KVG GROUP INC
REMSED,Antimalarial,28637,2755,MAPLE PHARMACEUTICALS INCORPORATED
FLUBLOK,Antipyretics,28638,95451,SANDS PHARM
WAL HIST,Mood stabilizers,28639,19165,PREVIMED INC.
MYCELLCARE,Hormone replacements,28640,35982,FOREVER YOUNG C.C.
BETULA ALBA JUICE BB,Antiseptics,28641,6066,LIPV INC.
NITE-TIME COLD AND FLU,Antipyretics,28642,74792,DIVERSEY INC
THALIBIN 40 NUMBER 633,Antimalarial,28643,80936,CHIMISOL INC
DOVER SUDANYL PE,Stimulants,28644,86469,NATIONWIDE NATURAL FOODS INC.
SHINE ON LIP SUNSCREEN,Statins,28645,43879,RHONE-POULENC PHARMA INC.
DESGEN,Antimalarial,28646,70713,ELTAMD INC
LEMON MYRTLE,Analgesics,28647,86924,LAVAL PHARMA INC.
COFFEA TOSTA,Oral contraceptives,28648,51552,C.F.E.B. SISLEY
VORAXAZE,Stimulants,28649,72706,NUTRENA FEEDS CARGILL LIMITED
OHM FLU,Statins,28650,35302,E EXCEL LLC
ENTRE-COUGH,Analgesics,28651,16228,PRODUITS CAPITAL INC.
BIOVEM,Antipyretics,28652,46563,PROFOOT INC.
HAMSTER EPITHELIA,Statins,28653,30023,KABI PHARMACIA AB
BRIVIACT,Stimulants,28654,68268,R & M CHEMICALS LTD.
BARE SKIN,Mood stabilizers,28655,40556,AVALON NATURAL PRODUCTS
BIO-COMBINATION 12,Analgesics,28656,65636,LUPIN PHARMA CANADA LIMITED
HYOSCYAMINE,Antiseptics,28657,48298,HOECHST CANADA (1996) INC.
FULL STAY,Hormone replacements,28658,35589,SOLUTIONS
SEPTONSIL,Statins,28659,32758,ESSENTIAL INDUSTRIES INC.
OPIUM 30C,Antiseptics,28660,59560,ISADERMIX LLC
PROCTOCORT,Antipyretics,28661,36292,DIRECT CHEMICALS
NATURAL EPSOM SALT,Antiseptics,28662,67688,AKORN INC
MIDAZOLAM,Tranquilizers,28663,66737,INH-ALLAIRE INC.
SORBUTUSS,Stimulants,28664,3146,RBR PRODUCTIONS INC.
RICE,Stimulants,28665,85773,LE PENCE COSMETICS
EPIPHYSIS PLUMBUM,Hormone replacements,28666,94032,G&W LABORATORIES INC.
TUSSLIN TR,Antipyretics,28667,17545,BIO SPECTRA
DOW-ISONIAZID,Stimulants,28668,99057,HEVIZ THERMAL MEDIPACK
MYCOSTATIN,Tranquilizers,28669,66921,HEALTHY ALTERNATIVES
PARASITES,Antiseptics,28670,25793,INTER-ACTIVE PHARMACEUTICALS
BEST CHOICE,Analgesics,28671,23893,SYNTHESE ELEVAGE
APOGEN,Mood stabilizers,28672,73205,NATURE'S CURE INC.
DEXTROSE MONOHYDRATE,Hormone replacements,28673,60392,CROC BLOC PRODUCTS INC.
MYRISTICA ARGENTUM,Statins,28674,85457,TOWER LABORATORIES LTD
ZAGAM,Statins,28675,68902,PA BENJAMIN MFG CO LTD.
ULTRA TUSS,Antipyretics,28676,89540,SPACE AGE BRANDS
THE RADIANT CONCEALER,Analgesics,28677,26207,CLAIROL DIVISION PROCTER & GAMBLE INC.
1012 ANTIMICROBIAL,Antimalarial,28678,96303,J. MORITA USA INC.
HEALTH MART CLEARLAX,Antimalarial,28679,68424,BAXTER CORPORATION
CATARACTS,Stimulants,28680,98239,AIM INTERNATIONAL INC.
BABYS BUTT AID,Hormone replacements,28681,61672,ATOMS F.D. INC
DG HEALTH NASAL,Antipyretics,28682,58166,CORPORATE FACILITY SUPPLY
RUZURGI,Oral contraceptives,28683,90941,QUICKIE MANUFACTURING CORPORATION
VIGABATRIN,Tranquilizers,28684,5490,M & R CHEMICAL SPECIALTIES
AHAVA AGE PERFECTING,Oral contraceptives,28685,42646,PIERRE FABRE DERMO-COSMETIQUE CANADA INC
HISTAMINE PHENOLIC,Hormone replacements,28686,40869,KENTRON HEALTH CARE INC.
CARADERMA,Tranquilizers,28687,22992,TAKEDA PHARMACEUTICALS AMERICA INC
RUBY CELL 4U AMPOULE,Antipyretics,28688,93808,IVAX PHARMACEUTICALS INCORPORATED
PAIN RELIEF HERBAL,Mood stabilizers,28689,3496,CHANTECAILLE BEAUTÉ
SANCOCHITO COMPUESTO,Antibiotics,28690,15651,LEGACY MANUFACTURING INC.
SUNSCREEN BABY,Mood stabilizers,28691,17198,A. NELSON & CO. LTD.
ORIGINAL FORMULA,Tranquilizers,28692,98191,CLEANWELL LLC
SPINOSAD,Antipyretics,28693,64644,KINDERCARE CANADA LIMITED
AEROLATE JR,Antiseptics,28694,84229,NORDAM PHARMA CHEM INC.
PREVACID 24 HR,Hormone replacements,28695,44557,ZAKARIA PHARMACEUTICAL GROUP INC.
JET LAG RX,Antimalarial,28696,93478,DARWEN HOLDINGS LTD.
TEA TREE ANTISEPTIC,Tranquilizers,28697,12278,TILLOTTS PHARMA AG
SSKI,Oral contraceptives,28698,36537,ETRE BELLE COSMETICS VERTRIEB GMBH
IMPLANON,Hormone replacements,28699,60564,MB DISTRIBUTION ENRG
SALIX NIGRA POLLEN,Tranquilizers,28700,97820,DOMINION PHARMACAL
TALICIA,Oral contraceptives,28701,66975,WELEDA INC.
THYMOGLOBULIN,Mood stabilizers,28702,94300,GFR BIOSYSTEMS CANADA CORPORATION
NORETHIN 1/50M-28,Statins,28703,65510,PRESS SERVICE LTD.
SUCROSE,Antimalarial,28704,35337,CHEPLAPHARM ARZNEIMITTEL GMBH
N - TIME,Tranquilizers,28705,74798,PHEBRA PTY LTD
AVEENO BABY,Antimalarial,28706,96004,BRADLEY PHARMACEUTICALS INC
CLEAR-N-SMOOTH,Antimalarial,28707,53762,PRODUITS SANITAIRES MONTCALM LTEE
EGG PLANT,Statins,28708,87821,ACCUCAPS INDUSTRIES LIMITED
DRINK EASE,Analgesics,28709,52829,TOTAL HEALTH CENTRE
YEASTROL,Oral contraceptives,28710,51052,VIRO RESEARCH
ANTI AGING,Antiseptics,28711,47573,VORTEX CHEMICAL INC.
NEURO BALANCE PRO,Mood stabilizers,28712,2143,CARMARAN LTÉE
OLUX,Antipyretics,28713,39039,WESTERN DIALYSIS SUPPLIES LTD.
NITRONAL,Tranquilizers,28714,523,DIETISA S.A.
CANDIDOL,Stimulants,28715,83760,ARTEMIS BIO SOLUTIONS
SANAFITIL TALCO,Hormone replacements,28716,68828,MASTER FORMULAE
ACONITUM FEROX,Hormone replacements,28717,82888,IRIS ENRG LES DISTRIBUTIONS
MIAMI BEACH,Stimulants,28718,20245,DIAMOND DESTINIES INTERNATIONAL INC.
RUTA GRAV,Mood stabilizers,28719,47877,CERAVE CANADA
CLEMASTINE FUMARATE,Antibiotics,28720,72624,TANSHAW PRODUCTS INC.
CORTISONE ACETATE,Mood stabilizers,28721,98705,RIEMANN & CO. A/S
CORN POLLEN POLLEN,Antipyretics,28722,16569,ANDRE LABORATORY INC.
ZAXOPAM,Oral contraceptives,28723,9643,COSMETEX LTD.
LYMPH DETOX,Mood stabilizers,28724,83033,MEDLINE INDUSTRIES INCORPORATED
ROXICET 5/500,Tranquilizers,28725,36145,ACI BRANDS INC.
ALOE SOCOTRINA 200C,Analgesics,28726,46509,CHEVITA GMBH
ASPER-FLEX,Stimulants,28727,32021,UNIQUE CHEMICAL TECHNOLOGIES INC.
CHLOROPTIC,Analgesics,28728,36354,HAMILTON HEALTH SCIENCES CORPORATION
NASEL CONGESTION,Antipyretics,28729,9223,WYETH CANADA
KMART CORPORATION,Antipyretics,28730,3619,SC JOHNSON PROFESSIONAL CA INC
APHTHASOL,Antiseptics,28731,86166,COMMERCIAL ALCOHOLS
TREATMENT SET TS332975,Antipyretics,28732,72121,PRORESTORE PRODUCTS
CULTIVATED CORN POLLEN,Analgesics,28733,23421,OPTIMUM WELLNESS HEALTH PRODUCTS LTD
MEMATINE HYDROCHLORIDE,Antipyretics,28734,21546,ATCO INC.
TYLENOL EXTRA STRENGTH,Tranquilizers,28735,10443,THE MEZOTRACE CORPORATION
SHOULDER/ARM COMPLEX,Antibiotics,28736,20644,TANNING RESEARCH LABORATORIES INC.
ZEMBRACE SYMTOUCH,Stimulants,28737,95780,CONNAUGHT LABORATORIES LTD.
XALATAN,Statins,28738,45318,INFINITY2 DISTRIBUTION INC.
IT RADIANT BRIGHTENING,Analgesics,28739,31978,ULTRA LIFE INC.
H.R.-50,Antiseptics,28740,80154,PROTERRA MANAGEMENT GROUP INC
BLACK OAK POLLEN,Antibiotics,28741,68010,MENDELIKABS INC
SLENDER RAGWEED POLLEN,Mood stabilizers,28742,82031,PREMPHARM INC
ERYC,Oral contraceptives,28743,79633,NOVARTIS PHARMACEUTICALS CANADA INC
TRICHOTHECIUM ROSEUM,Mood stabilizers,28744,90843,KINGSCOTE MEDICAL INC.
POTASSIUM ACETATE,Analgesics,28745,95054,PRECISION PHARMA SERVICES INC.
MEDOLOR PAK,Antipyretics,28746,43124,ORION INTERNATIONAL INC.
ETERNAL SPIRIT BEAUTY,Stimulants,28747,35146,INNO-VITE INCORPORATED
CATFISH,Mood stabilizers,28748,59741,SAVOLITE CORPORATION
OPTIRAY 160,Mood stabilizers,28749,61987,PRODUITS SANITAIRES BRILLE-AIRE LTÉE
NERVE PAIN,Hormone replacements,28750,15386,CUSTOM PHARMACEUTICALS
TREATMENT SET TS346962,Stimulants,28751,53522,TECHNILAB PHARMA INC.
MONONESSA,Stimulants,28752,55115,LES ENTREPRISES SANIFA INC.
BABYBIG,Statins,28753,53839,LAWTON'S DRUG STORES LTD.
HEMORRHOIDS BRUISES,Analgesics,28754,78873,BIO-TEK INDUSTRIES INC.
SURGENT ANTISEPTIC,Antibiotics,28755,5676,ACERUS BIOPHARMA INC
LOXAPINE SUCCINATE,Antibiotics,28756,6804,BARD UROLOGICAL DIV
TOLMETIN SODIUM,Oral contraceptives,28757,53152,OHSO CLEAN INC
CELLCEPT,Antimalarial,28758,14876,LUSTYS NATURAL PRODUCTS LTD.
MIRENA,Hormone replacements,28759,82301,VAN WATERS AND ROGERS LTD.
MEDIQUE APAP,Antiseptics,28760,94189,KAMADA LTD
OIL FREE MATTE,Antibiotics,28761,67984,NEOGEN CORPORATION
RIGINIC ANTACID LIQUID,Antipyretics,28762,26323,ENVIRO CHEMICALS (ATL) LTD
ASSORTED FRUIT,Mood stabilizers,28763,78906,CHANGES INTERNATIONAL
MIRAE HAIR,Mood stabilizers,28764,36369,TOTAL SOLUTIONS
SAMBROSA SWEET DREAMS,Antimalarial,28765,38189,KAM SCIENTIFIC INC.
RHGH COMPLEX,Analgesics,28766,38844,RAFTER 8 PRODUCTS INC
LAURA LYNN ANTICAVITY,Statins,28767,73829,ALK-ABELLO INC
NATRUM SULPHURICUM,Antipyretics,28768,58317,PDT IMAGE INC. DBA PRO-DENTEC CANADA
PISTACHIO,Analgesics,28769,14488,FLORI ROBERTS INC.
TRIPLE POWER,Oral contraceptives,28770,54391,BOOTS PHARMACEUTICALS INC.
COLOCYNTHIS 200C,Tranquilizers,28771,52887,FINEST HEALTH PRODUCTS
TANZEUM,Antipyretics,28772,9137,BIMEDA-MTC ANIMAL HEALTH INC
STERILE WATER,Antimalarial,28773,17995,LABORATOIRE MEGA-FLEX INC.
RABEPRAZOLE SODIUM,Stimulants,28774,60778,COLLOIDAL PRODUCTS INC.
RISPERDAL M-TAB,Antibiotics,28775,52182,OXI BRITE INC
PHOSLO,Oral contraceptives,28776,74835,CENTURY PHARMACEUTICALS INC.
JUULISSA PHARMAPAK,Antipyretics,28777,213,LES PROMOTIONS ATLANTIQUES INC.
DEPACON,Antibiotics,28778,69528,DARWEN HOLDINGS LTD.
MED AID CHEST RUB,Antipyretics,28779,77599,DANA CHEMICALS INC.
DILT-CD,Antipyretics,28780,94016,STERILEX LLC DBA STERILEX
ZOONO WOUND CLEANSER,Mood stabilizers,28781,69805,LES IMPORTATIONS JACSIM INC.
CITRANATAL HARMONY 2.1,Antimalarial,28782,92571,REGENT MEDICAL AMERICAS LLC
NHS DYSPEPSIA,Statins,28783,87251,CHEMPOWER SPECIALTY CHEMICALS INC.
ALLZITAL,Stimulants,28784,78377,STARLIGHT TANNING INC.
CETRARIA ISLANDICA,Stimulants,28785,27265,DONVIEW MANUFACTURING
FENOPROFEN,Hormone replacements,28786,5965,FRESENIUS USA MANUFACTURING INC
GOOD SENSE MUSCLE,Hormone replacements,28787,90019,BIO BREIZH LTEE
ZENZEDI,Mood stabilizers,28788,99629,BERROLEX INC. LES LABORATOIRES
ENTECAVIR,Hormone replacements,28789,1290,TA MEDINAT PHARMACEUTICALS
EZ MASSAGER 4,Antibiotics,28790,32386,PROFESSIONAL PET PRODUCTS INC.
LBEL REGRESSION JOUR,Statins,28791,16875,INNOCORE SALES & MARKETING
VESPA CRABRO,Hormone replacements,28792,46284,PNC CANADA LTD.
ALCAINE,Stimulants,28793,42682,ALPHA TECH PET INC.
THASPIUM AUREUM,Statins,28794,95496,TYLER ENCAPSULATIONS INC.
FREE RADICAL,Hormone replacements,28795,55194,COWLING AND BRAITHWAITE
RIFADIN,Antipyretics,28796,38742,PREMIER PLUS SUPPLEMENTS INC.
MIGLITOL,Stimulants,28797,49588,CITRON REMEDIES LTD.
PERGOLIDE MESYLATE,Mood stabilizers,28798,3088,AST RESEARCH
ADVIL PM,Hormone replacements,28799,91164,BIOTHERM CANADA
ULTRA REPAIR,Stimulants,28800,63999,DR. C'S PHARMACEA
HEPAR 6 SPECIAL ORDER,Stimulants,28801,42056,AWARENESS CORPORATION
SMART PRO,Tranquilizers,28802,76982,SOLAR COSMETIC LABS INC.
TERRAGEN HG TREATMENT,Tranquilizers,28803,9349,EXCALIBUR CHEMICALS
BALANCED SALT,Oral contraceptives,28804,2148,PROFESSIONAL MEDICAL PRODUCTS INC.
THEA SIRENSIS TEA,Analgesics,28805,5085,WEEKS & LEO COMPANY INCORPORATED
TREATMENT SET TS332343,Antibiotics,28806,41405,UP TIME SPORTS NUTRITION MEDICAL IND
VPRIV,Analgesics,28807,86248,ERNO LASZLO
CS BRAIN,Antipyretics,28808,78820,ABCL ENRG
ACTIQ,Antiseptics,28809,88475,INNER HEALTH GROUP INC.
PEDIA CARE,Statins,28810,65209,ROFIL MEDICAL INTERNATIONAL N.V.
CROCUS SATIVUS,Hormone replacements,28811,66939,PHARMASCIENCE INC
REBORNCELL M-CLINIC,Mood stabilizers,28812,51627,PEPSI-COLA CANADA LTD.
BREWERS YEAST,Hormone replacements,28813,31279,LES HERBAGES NORMEX LTEE
WHOLE BEAN CACAO,Stimulants,28814,40716,ESSENTIAL PHARMACEUTICAL CORP
HAND SANITIZING WIPES,Antipyretics,28815,52914,LANTHEUS MI CANADA INC
LEADER ACID CONTROL,Antibiotics,28816,18642,INO THERAPEUTICS
ISOPTIN,Antiseptics,28817,94156,NUTRIPUR INC.
TRILLIUM PENDULUM,Oral contraceptives,28818,57395,SIMTOOL AB MEDICIN-TEKNIK COMPANY
AFRICAN FORMULA BLACK,Hormone replacements,28819,51481,DOMPÉ FARMACEUTICI S.P.A.
CHLOROPTIC-P S.O.P.,Stimulants,28820,97838,GLOBAL DRUGS INC.
COLD-FIX,Oral contraceptives,28821,67900,TUMARI INC.
MARLIDO 25 KIT,Oral contraceptives,28822,3617,PARFUM INTERNATIONAL
PAIN AID PMF,Oral contraceptives,28823,48060,CELLCHEM PHARMACEUTICALS INC.
HORMEEL,Stimulants,28824,57341,IVC INDUSTRIES HALL DIVISION
TEETHING IRRITABILITY,Oral contraceptives,28825,21284,ACUITY HOLDINGS INC
FLORES FORMICA,Tranquilizers,28826,22902,BIO AGRI MIX LP
METOX,Antimalarial,28827,46497,DERMA E NATURAL BODYCARE
FEVER VOMITING,Analgesics,28828,42386,FIRST HORIZON PHARMACEUTICAL CORP.
FIRST AID ANTISEPTIC,Antipyretics,28829,16610,KERN PHARMA GMBH
ENTEROLINER,Antiseptics,28830,87005,PHARMED
MALE ENERGY,Oral contraceptives,28831,98330,VITA-COMPLETE CANADA INC.
DUAC,Tranquilizers,28832,61579,PROFESSIONAL MEDICAL PRODUCTS INC.
SPECI-CHOL,Hormone replacements,28833,92677,NUTRITIONAL ENTERPRISES INC.
NRG TOPICAL ANESTHETIC,Antimalarial,28834,13205,MASON CHEMICAL COMPANY
BOBBI BROWN EXTRA,Analgesics,28835,91856,ALMAY TORONTO INC.
NERVE TONIC,Antipyretics,28836,73531,ROCKYFORD FEEDS LTD.
ARHTRI PLUS,Hormone replacements,28837,20515,G&W LABORATORIES INC.
THE NATURAL DENTIST,Mood stabilizers,28838,13043,MORINDA CANADA
BREVICON,Oral contraceptives,28839,27712,WHEELS MAINTENANCE PRODUCTS LTD.
SCANDONEST L,Oral contraceptives,28840,90348,EVOLUS INCORPORATED
NITE TIME COLD AND FLU,Antimalarial,28841,45170,MORTER HEALTHSYSTEM
SYSTEMIC DETOX,Antibiotics,28842,47669,ALTIUS HEALTHCARE INC
HAND FOOT MOUTH,Hormone replacements,28843,83692,DUSTBANE PRODUCTS LTD
DIGITALINUM,Stimulants,28844,22881,MERCK SHARP & DOHME (UK) LTD.
MUCUS RELIEF D,Statins,28845,10100,LORNAMEAD BRANDS (CANADA) INC.
WAL-DRYL ALLERGY,Antipyretics,28846,78010,AGRIBRANDS PURINA CANADA INC.
CINNAMOMUM,Antibiotics,28847,47000,ANTIODORANT TECHNOLOGIES INC.
ANTI AGE STRESS,Antimalarial,28848,19246,BARNES HIND CANADA
SPIRIVA,Stimulants,28849,74438,THERAKOS INC
LOVELY LAVENDER,Stimulants,28850,78968,CHEMTECH INTERNATIONAL INC.
NBB CITRUS,Hormone replacements,28851,36899,STOCK-WELL SUPPLY
ARMODAFINIL,Statins,28852,3806,CES CIE D EQUIPEMENT SANITAIRE LTEE
COLCHICUM CHELIDONIUM,Antibiotics,28853,63507,BEEHIVE BOTANICALS INC.
GUNA-ANTI IL 1,Antiseptics,28854,78334,SAXON CHEMICALS LTD.
BRANCHAMIN 4%,Statins,28855,72982,HOSPITAL SPECIALTY COMPANY
SUNMARK ANTACID,Hormone replacements,28856,30664,EVOLUS INCORPORATED
CHILDRENS,Hormone replacements,28857,90551,MYLAN SPECIALTY LP
LORCET-HD,Antimalarial,28858,1657,AKZO NOBEL SURFACE CHEMISTRY AB
OUCH,Hormone replacements,28859,90853,MEDICAL SKIN THERAPY RESEARCH INC.
STIBIUM 20,Mood stabilizers,28860,5146,TAKEDA CANADA INC
SONGYUM NEW PINESALT,Stimulants,28861,36018,NUTRIBIOTIC
NIGHTTIME SLEEP,Antipyretics,28862,88444,TIANJIN TIANSHI GROUP CO. LTD.
ARGENTUM MURIATICUM,Hormone replacements,28863,69145,NORTHWEST NATURAL PRODUCTS
LOMAIRA,Antipyretics,28864,80662,CHINOSOL FABRIK
COSMESTAT,Antimalarial,28865,39884,UNIVERSAL PROFESSIONAL FORMULAS
HEELTASTIC,Antipyretics,28866,58848,NUTRAMIN LABORATORIES
COMPLETE BEAUTY,Antiseptics,28867,25199,STERIS CORPORATION
SNAIL SOLU TION BB 02,Tranquilizers,28868,85335,NATIONAL MEDICAL CARE-ERIKA MED PROD DIV
TREATMENT SET TS332131,Stimulants,28869,58822,CUSTOM LABORATORIES INC.
OVERTIME,Analgesics,28870,94966,IMPORTATIONS MEDCO LTD.
TOP WHITE,Hormone replacements,28871,40073,MEKOS LABORATORIES APS
CALCAREA IODATA,Antimalarial,28872,861,BRIDCO C/O BRIDCO VALUES LTD.
HCG FORMULA,Antipyretics,28873,839,DOW B. HICKAM PHARMACEUTICALS INC.
ALLERGIES PLAINS U.S.,Analgesics,28874,50279,ALBERTO-CULVER USA
LARIN 1/20,Mood stabilizers,28875,4557,PEKANA-NATURHEILMITTEL GMBH
LIPOSYN II 10%,Stimulants,28876,77298,ASTRAL BRANDS
ASCOR,Mood stabilizers,28877,32187,YORKVILLE NATUROPATH.AND CHIROPRACTIC CL
