Name_Of_Product            ,Product_ID               ,Inventory            ,Importer         
THROAT COMPLEX,29863,25050,LIFESTYLES CANADA CORPORATION
BORRELIA BABESIA KIT,29864,18256,DR RUSSO SKINCARE LTD
CELAZOME,29865,61301,CROWN LABORATORIES INC.
DEXTROSE 25%,29866,34809,NORTHLAND HEALTH CARE PRODUCTS LTD.
JOLIVETTE,29867,39109,JERGENS CANADA INC.
EQUALINE COOL HEAT,29868,67088,FRANK W HORNER INC.
SILDENAFIL,29869,36113,QUIXTAR CANADA CORPORATION
METHADOSE DISPERSIBLE,29870,69394,VITAMINERALS INC.
PH7 GEL MINT,29871,96457,CSI THE SANITATION STORE
TRICLOTREX-B,29872,35365,MOUNT FOREST ELEVATORS LTD.
WELLBUTRIN XL,29873,76279,SEA-TONE INC.
PARTY DETOX,29874,62718,ACCUCHEM INDUSTRIAL CLEANING CHEMICALS
MONOPRIL,29875,82205,PRODUITS SANITAIRES UNIQUE INC.
CADMIUM SULPHURICUM,29876,50039,SALIX PHARMACEUTICALS INC
TREATMENT SET TS349163,29877,18368,LOGAN PHARMACEUTICALS INC.
DRAINPAR,29878,55255,NEO-DYNAMICS
BURN-B GONE OTC,29879,5058,NOVA SCIENTIFIC LTD.
GUNA-VTL,29880,55617,UNITED CO-OPERATIVES OF ONTARIO
SNAIL BB 02,29881,84546,PENATEN GMBH
SPF 55 SPORT SUNSTICK,29882,85506,FRANK'S MAINTENANCE PRODUCTS INC
JUTE,29883,50275,NOVO NORDISK CANADA INC
CHLORPROMAZINUM,29884,39280,SANILAB CANADA INC.
INFANTS TEETHING,29885,15169,WELEDA AG HEILMITTELBETRIEBE
IFOSFAMIDE,29886,11903,U.S. NONWOVENS CORP
MESTINON,29887,2981,NUTRAMAX PRODUCTS INC.
BIO VISCUM COMPOSITUM,29888,56437,ADREM LTD.
BAZA ANTIFUNGAL,29889,45566,ID BIOMEDICAL CORPORATION OF QUEBEC
EMLA,29890,39120,INTERNATIONAL DISTRIBUTION SYSTEMS INC.
VIBURNUM OPULUS,29891,75009,PAINMED SCIENTIFIC INC.
CHILDREN CLARITIN,29892,52127,MEDEXUS PHARMACEUTICALS INC
SIKRIM 40 NUMBER 100,29893,34753,ERIC COX SANITATION
PURITAN HAND SANITIZER,29894,69978,IMMUNOMEDICS INC
MONANE,29895,5496,DORMER LABORATORIES INC.
TRINESSA,29896,67893,GREAT EARTH COMPANIES INC.
ALL DAY,29897,27027,CHAUVIN PHARMA INC.
MAGNESIUM CHLORIDE,29898,58078,MC COMBER DISTRIBUTIONS
BHI SKIN,29899,8282,FERRING INC
SINUFORCE,29900,36713,MICROBEX DIVISION OF ALLIANCE H. INC.
TAZIDIME,29901,67417,RALSTON PURINA CANADA INC.
EPOGEN/PROCRIT,29902,93043,AGRIMIN LTD
RIFAMPIN,29903,34864,ZOONO GROUP LIMITED
AXOTAL,29904,59623,NUTRITIONAL ENTERPRISES INC.
CORN FOOD,29905,93801,DANNORTH NATURAL LABORATORIES INC
SALSOLINOL,29906,54492,ANGELINI PHARMA INC
NORTH ANTISEPTIC,29907,26491,HANSOL INDUSTRIES INC.
PROFEN IB,29908,77499,ADM LABO CANADA INC
ALLERGY AND SINUS PE,29909,80323,OLDS SOFTGELS INC
IONITE R,29910,17216,PANTINA COSMETICS INC.
GERMA ARNICA RELIEF,29911,41994,BIOX SCHUPPAN AND CO KG
UMCKA COLD FLU BERRY,29912,37388,ATOMS F.D. INC
XCOPRI,29913,41189,TWINS MANUFACTURING CHEMISTS
PEN PREP PLUS,29914,37249,BIONA A/S
REFINE,29915,56566,KSL PHARMACEUTICALS
SUPER CREAM,29916,53562,TWINS MANUFACTURING CHEMISTS
OLAY COMPLETE ALL DAY,29917,44469,OPTIKEM INTERNATIONAL INC.
GOLDIES PAIN OFF,29918,27992,CUSTOM LABORATORIES INC.
YELLOW PINE POLLEN,29919,67107,NEUBOURG SKIN CARE OF NORTH AMERICA INC
VAGI CARE,29920,12346,WHOLECARE NUTRITIONAL PRODS INC.
DIABENEX HP,29921,31275,LES PRODUITS SANITAIRES ACCORD INC.
AVANDIA,29922,89856,ABBOTT LABORATORIES DIAGNOSTIC DIVISION
BHI URI-CONTROL RX,29923,70611,ROHA ARZNEIMITTEL GMBH
METABOLIC SUPPORT,29924,78289,CUSTOM LABORATORIES INC.
MEIJER OIL FREE SPF 15,29925,15489,DISTRIBUTIONS J.L. GOURDON LTÉE
GLUCAMIDE,29926,74273,RESEARCH INDUSTRIES CORP
ARNICA E PL. TOTA 10,29927,96208,2XL CORPORATION
HYPOTHALMUS TINCTURE,29928,89365,SHERIDAN CHEMICALS INC.
AMBISOME,29929,44303,CENTAUR PHARMACEUTICALS INC.
PROFENAL,29930,25427,MEDIC LABORATORY LTÉE
EPIPHYSINUM,29931,3596,SYSTEMED INC.
SODIUM IODIDE I 123,29932,38612,SNUGZ USA
ZOVIA 1/35E-28,29933,15283,MEGA HOLDINGS
RIVER/RED BIRCH POLLEN,29934,70253,SWISHER HYGIENE FRANCHISE CORPORATION
CEPTAZ,29935,63415,DORCHESTER LABORATORIES INC.
SECTRAL,29936,91994,BIOCALTH INTERNATIONAL CORPORATION
BLONIL,29937,35583,TOPROL ACQUISITION LLC
LINCOFIX,29938,50822,OXYL-PRO LIMITED
THYROCALM,29939,49919,APROTEC CANADA LTD.
TRI-SOFT SOFTENING,29940,96655,ACCUCAPS INDUSTRIES LIMITED
MEZEREUM 200C,29941,43496,PNS PHARMA THERAPY
TOBRADEX ST,29942,51370,COLOMER USA
ORASONE,29943,34431,GEORGIA STEEL & CHEMICAL CO. INC.
TREATMENT SET TS334972,29944,30917,UNITED LABORATORIES INC.
ANEXSIA 7.5/650,29945,44166,PAX-ALL MANUFACTURING INC.
ARTHRITIS RELIEF,29946,2789,NEUBOURG SKIN CARE OF NORTH AMERICA INC
LINDANE,29947,44732,WYETH LABS INC.
SHISEIDO FUTURE,29948,15967,TERUMO CORPORATION
WARM DARK ORIGINAL,29949,15547,KENDALL CANADA INC.
CARDIZEM,29950,18509,FOR MOR INTERNATIONAL INC.
ANTIBACTERIAL BANDAGE,29951,44665,BOU MATIC LLC
STOMACH DISTRESS,29952,58241,AG HAIR LTD
SILIQ,29953,8458,PGE CANADA (86) INC.
CLAPIEL HYALON SERUM,29954,36644,SHERIDAN CHEMICALS INC.
AXUMIN,29955,80424,WHISCO LIMITED
ALOCANE SEVERE SUNBURN,29956,20705,NATURAL WAY HERBS
UROAV-81,29957,97771,WN PHARMACEUTICALS LTD.
MIXED VESPID VENOM,29958,82810,MEDALLION INFO INC.
UNDA 76,29959,71258,LISE WATIER CHARME ET BEAUTE INC.
RED (RIVER) BIRCH,29960,75548,MARCEL DE SÈVRES (LES COSMÉTIQUES)
TRIFERIC AVNU,29961,3058,SN BERNIER ENRG
LETTUCE,29962,14170,CANCAP PHARMACEUTICAL LTD
HYALURONIC ACID MICRO,29963,98445,SMORDINS DISPENSARY LTD.
HUM BODY LINER,29964,94800,FABUTAN SUN TAN STUDIOS
UNSCENTED,29965,24371,IAP INC. AG PRODUCTS DIVISION
ROCKSAUCE FIRE,29966,56059,DERMA E NATURAL BODYCARE
ZARXIO,29967,99923,MEDPRODEX INC.
GASTRIC HEADACHE,29968,17057,ANDRE LABORATORY INC.
BANANA BOAT MENS,29969,27849,CORONA PRODUCTS COMPANY
MIGERGOT,29970,41264,ANCHOR DIVISION OF BOEHRINGER INGELHEIM
CONVALLARIA MAJALIS,29971,36828,JORDAN PHARMACEUTICALS INC.
PCXX MINUTE FM LIME,29972,44322,NU-GRO IP INCORPORATED
ASPIRINLOW DOSE,29973,79961,ORAL TECHNOLOGIES C/O ORAL B LABS INC.
PULSATILLA KIT REFILL,29974,89595,CHEVITA GMBH
COGHLAN S STING RELIEF,29975,84595,GREENHEALTH INC.
BELEODAQ,29976,6257,ADEPT CHEMICAL TECHNOLOGY INC.
SINSINPAP COOL,29977,7032,YSL BEAUTÉ CANADA
COLGATE MAX CLEAN,29978,31900,CHANEL
TREATMENT SET TS332626,29979,28923,LABS ANGLO FRENCH
CONSTULOSE,29980,12190,XEDITON PHARMACEUTICALS INC
PANCREAFORCE,29981,70582,THE GAP GROUP OF COMPANIES
FLORAL FRENZY,29982,834,GUTHY-RENKER LLC
SELENIUM,29983,61179,MARKET AMERICA INC.
BEE SMART,29984,20212,MERIDIAN MEDICAL TECHNOLOGIES INC.
MEDIQUE LORADAMED,29985,25975,PERIDOT MEDICAL INC
OCELLA,29986,51841,ORIMED PHARMA INC
QUIKSAN,29987,78610,VERANE PHARMA INC.
BARAMO SCALP SERUM,29988,96814,BETHANY PRODUCTS INC.
ANNALONIUM LEWINII,29989,65276,AMWAY OF CANADA LTD.
RELIEF,29990,56952,LES PRODUITS SANITAIRES ACCORD INC.
MUGWORT SAGE POLLEN,29991,329,ICN CANADA LTD.
PSEUDO-12,29992,63075,LIFE TRENDS INTERNATIONAL
TACLONEX,29993,53740,DILMONT INC.
DEFEND COLD AND COUGH,29994,95741,W & S FEEDS
CEREUS BONPLANDII,29995,80147,PARFUMS CHRISTIAN DIOR
CULTIVATED WHEAT,29996,18514,THANE DIRECT
CORTISOL,29997,85643,SUPERIOR SOLUTIONS LTD
QUERCUS 5,29998,14584,ADVANCED FORMULAS LTD.
BREAZE,29999,89758,CYANAMID CANADA INC.
SILDEC PE DM,30000,24309,GENMED A DIVISION OF PFIZER CANADA ULC
ILEVRO,30001,45681,GAHLER ENTERPRISES LTD.
NITROGEN NF,30002,3953,GENZYME CORPORATION
AESCULUS HIP,30003,93716,PROLAB HEALTH AND BEAUTY LTD
TOPROL-XL,30004,72907,KORKAY SYSTEM CANADA LTD.
CALCAREA OXALICA,30005,62882,CAMBRIAN PRO-CARE CHEMICALS INC.
GOUT SYMPTOM FORMULA,30006,62858,TRW HOLDINGS INC.
VISCUM PINI 20MG,30007,77811,C.I.P.
DRAINER,30008,61548,PRECISION LABORATORIES LTD.
PROGESTASERT,30009,56247,VIVA PHARMACEUTICAL INC.
MUREX PURPUREA,30010,34407,ADIENNE SA
NEUTRAL RINSE,30011,93873,ANGELINI PHARMA INC
BAROX WHITE GOLF,30012,69447,CSI THE SANITATION STORE
TOPCO,30013,45780,SCHERING-PLOUGH (BRINNY) CO.
IMMUNE FORTE,30014,77093,TRUCLEAN SOLUTIONS
FANAPT,30015,90746,MDT BIOLOGIC COMPANY
AMINOCAPROIC ACID,30016,39415,BIOCHEM VACCINES INC.
MALE TONICITY,30017,29934,BIOCHEM VACCINES INC.
AQUACIL,30018,12135,3M CANADA INC.
VIRAL INFECTION,30019,80368,REMEDY ANIMAL HEALTH PRODUCTS LTD
STOMACH SPLEEN,30020,5717,PHARMETICS (2011) INC
ZINC PYRITHIONE,30021,43527,FORMULAB INC.
AMAR PETROLEUM,30022,22537,CEDONA PHARMACEUTICALS B.V.
BYNFEZIA PEN,30023,85289,RHOXALPHARMA INC
BREATHIEZZZ,30024,73195,GREAT EARTH COMPANIES INC.
AURUM 17 SPECIAL ORDER,30025,92972,LAB BIOPHYTAL INC.
VERELAN PM,30026,93730,UNIQUE FORMULATIONS
EXFORGE HCT,30027,29169,DERMAL DEFENSE INC.
BLOOD AND KIDNEY DETOX,30028,27312,MARKET-WISE ENTERPRISES LTD.
RECOTHROM,30029,96506,EVONIK STOCKHAUSEN INC
KYLEENA,30030,85160,EFFECLEAN CANADA INC.
CONTROLLING CREAM,30031,12651,QILU PHARMACEUTICAL CO. LTD
DECONGESTANT NASAL,30032,97159,COVERMARK COSMETICS
KUNG FU PAIN RELIEF,30033,71917,SOLOPAK PHARMACEUTICALS INC.
PROMETH FORTIS,30034,21602,HEALTH CARE PRODUCTS INTERNATIONAL INC.
GLUCOVANCE,30035,51562,HUMEX LABS INC.
KYPROLIS,30036,13050,MITCHUM DIVISION OF REVLON
HELLEBORUS NIGER 30C,30037,30280,FORKEM INC.
SUNMARK STOMACH RELIEF,30038,89314,SHIELD INDUSTRIES INCORPORATED
VAQTA,30039,69270,AVANT-GARDE COSMETICS INC.
BIOGTUSS,30040,33192,FOREST LABORATORIES CANADA INC
ESTROGENS,30041,73261,ADVANCED RESEARCH LABORATORIES
GLEOLAN,30042,30944,NODEN PHARMA DAC
BERBERIS QUARTZ,30043,91310,ANGLO-SWISS TRADING CO PTE LTD.
HALOPERIDOL INTENSOL,30044,253,KC PHARMACEUTICALS INC
ROBINUL,30045,49153,BAUSCH HEALTH CANADA INC.
ELTA MD UV PURE,30046,2691,TELFORD PHARMACEUTICALS INC.
BABYGANICS,30047,2251,BIOPRINT LABORATORIES LTD
HONGO KILLER,30048,18145,WORLDWIDE PRODUCTS
ADULT TUSSIN COUGH,30049,53781,PHIBRO ANIMAL HEALTH LIMITED
MEGACE ES,30050,12613,COMMERCE PHARMACEUTICS INC.
CRAMP-Z,30051,88785,BIODO ENRG
BIO-COMBINATION 1,30052,78627,PHARM VET LTD.
EUPATORIUM COMP.,30053,10520,NPR LABORATORIES INC.
SOTYLIZE,30054,24565,NOVOCOL PHARMACEUTICAL OF CANADA INC
ISOVUE-M 200,30055,286,3M COMPANY-BS & CP DIVISION
VANTRELA ER,30056,65943,HALYARD HEALTH INC
BEDIN 40 (NUMBER 13),30057,33346,GLAXO CANADA INC
PENICILLIN G PROCAINE,30058,67995,CARDINAL HEALTH 200 INC.
SPRYCEL,30059,26944,THE SUNSWIPE CORPORATION LLC
PYRIDOSTIGMINE BROMIDE,30060,33046,ALPHARX CANADA LIMITED
ROSE IRON GRAPHITE,30061,86466,SWISS HERBAL REMEDIES LTD.
KALI CARB,30062,30989,NOPEN
ELTAMD UV,30063,2967,SNUGZ USA
THE MAGIC BULLET,30064,42663,EUROPA COSMETICS LTD.
HAND GOO,30065,40503,SOLAR BEAR SKIN CARE INC.
CONCEPT II,30066,51532,NEWPORT PHARMS INTERNATIONAL INC.
ETOPOSIDE,30067,50761,MERCK SHARP & DOHME (UK) LTD.
RE-NUTRIV,30068,44130,THE PROACTIV COMPANY LLC
COLACE CLEAR,30069,41384,GUARDIAN CHEMICALS INC.
SULF-15,30070,30728,KLAIRE LABS INC.
ETHYL ALCOHOL,30071,9352,METABOLIC RESPONSE MODIFIERS
CHILDREN COLDCALM,30072,78693,THE PACIFIC NORTHWEST HERB CORPORATION
TRIAL ANTACID,30073,29401,NETTLEWOODS INC.
TOSYMRA,30074,88132,KENDALL MCGAW LABORATORIES INC.
ECOLAB,30075,30133,MAYNE PHARMA (CANADA) INC.
APIDRA,30076,99575,INNO-VITE INCORPORATED
BLADDER RELIEF,30077,27731,NABTECH PHARMA INC.
MUNDIPUR,30078,39319,RECORDATI RARE DISEASES CANADA INC
READYSHARP-A,30079,99496,COUNTRY HEALTH LABORATORIES LTD.
COLD AND SINUS RELIEF,30080,36737,WEIDER NUTRITION GROUP (CANADA) LTD.
METOPROLOL,30081,31967,PRESTIGE PHARMA INC
IMAGE ESSENTIALS,30082,50895,CHEMPRIZE LTD.
DIGITALIS PUPUREA,30083,67361,VIBRANT LIFE
FEXOFENADINE HCL,30084,62441,PROFESSIONAL CLEANER PRODUCT LTD
GOOD SENSE SLEEP TIME,30085,90329,ANTISEPTICA GMBH
WESTERN WATER HEMP,30086,41782,SUPER BIOMIN CANADA LTD. INC.
DIGOXIN,30087,84678,MASERGELD SA DE CV
CELLBN MEGA PLUS,30088,95028,AG SERVICES INC.
GLEN PE,30089,64584,GENEVA GENERICS INC.
COLDTAC ULTRA,30090,85802,MEDIA POWER INC.
ASSURED ALLERGY RELIEF,30091,16868,S & B DISTRIBUT 2001 CHEMICALS SUPPLIES
AMOXICILLIN PEDIATRIC,30092,20014,BAYVET DIVISION OF CHEMAGRO LTD.
BRONKIDS,30093,89888,BOIRON LABORATOIRES
DESVENLAFAXINE,30094,3693,QUIXTAR CANADA CORPORATION
OCCULOPLEX,30095,44490,MUCOS PHARMA GMBH & CO KG
DITOPI PROTEIN,30096,43468,LAB BMG INC.
RUBY-CELL 4U MIST,30097,22913,THERMAL-LUBE INC
LE BLANC,30098,81860,SHARE CORP CANADA (CHEMICAL) LTD.
CESIUM CHLORIDE,30099,23840,VAGHEGGI S.P.A.
CALADIUM SEGUINUM 200C,30100,40020,RUBBERMAID CANADA INC.
TEN TEN CELL,30101,33739,KLAIRE LABS INC.
TREE ANTIGEN,30102,4753,ATCO INTERNATIONAL
DR.WHITISS 35%,30103,69825,FITNESS QUEST
BROVEX PEB,30104,13976,MAXILL INC
BLEMISH POTION,30105,2355,PERRIGO INTERNATIONAL
MENISCUS 6,30106,88888,THIBIANT INTERNATIONAL INCORPORATED
TREATMENT SET TS346620,30107,91660,STEROBIOTICS INC.
ENDURE 250,30108,40706,BERLEX CANADA INC.
CHEWABLE ACETAMINOPHEN,30109,72140,DUPONT PHARM-DU PONT CANADA INC.
ACLOVATE,30110,76981,VERITIV CANADA INC
GOOSE GREASE,30111,73543,TALLEY ENVIRONMENTAL CARE LTD
CLEANSING WIPE / TUBE,30112,43887,PARFUMS CHRISTIAN DIOR
JAPANESE BLACK PINE,30113,98751,STERIS CORPORATION
NAZAL,30114,32875,PROMEDICA LABORATOIRES
ORTIKOS,30115,18195,GENEVA GENERICS INC.
PPH,30116,27082,WESTCAN PHARMACEUTICALS LTD.
DR. SERSE,30117,44157,NEW IMAGE CANADA INC.
CASO HAIR VITA,30118,45468,TELIGENT PHARMA INC
PCXX APF RNS MINT,30119,61105,MILLENIUM HEALTHCARE CORP.
OXYGEN SIZE B,30120,45127,MASON CHEMICAL COMPANY
S.T.37,30121,74432,XENEX LABORATORIES INC.
VAPORIZING,30122,24272,PROFESSIONAL CLEANER PRODUCT LTD
PRASUGREL,30123,24485,PEDIAVERA INC
LEFLUNOMIDE,30124,56050,BOOTS PHARMACEUTICALS INC.
STING,30125,48089,PERIDOT MEDICAL INC
ABILIFY MYCITE KIT,30126,29736,NEW VISION NUTRITIONALS COMPANY
SEVERE BACK PAIN,30127,78432,ENGARDE HEALTH PRODUCTS
SLEEP AID FORMULA,30128,47711,BABSON BROTHERS COMPANY
CAREONE SEVERE COLD,30129,83509,NUTRITIA INTERNATIONAL LABORATOIRE
RHEUMAGESIC,30130,49494,GOLF MASTER CANADA
PLANTAIN SPRUCE COUGH,30131,5860,DTR DERMAL THERAPY RESEARCH INC.
CLEARING SKIN WASH,30132,47035,EXLAX LTD.
BZK SWAB,30133,82921,BU BRANDS LLC
RARE GOLD,30134,79579,MERIT PHARMACEUTICALS
NUVESSA,30135,3148,CENTRAPHARM INC.
LYMPH-A-DERM,30136,9055,GEN DRUG COMPANY LTD.
H-CORT,30137,12230,QUORUM INTERNATIONAL LTD.
RHEUMATISM DIARRHEA,30138,42740,PASTEUR MÉRIEUX SERUMS ET VACCINS S.A.
PRE DENTAL VISIT,30139,49577,XONEX HEALTH EDUCATION RESEARCH ACADEMY
CICLODAN,30140,48852,BECTON DICKINSON
HAMAMELIS E CORTEX 3,30141,94857,KINGSCOTE MEDICAL INC.
TREMOR PLEX,30142,38485,DUSTBANE PRODUCTS LTD
ULTIMATE RESCUE,30143,8940,SANFAX INDUSTRIES LTD.
OLIBANUM,30144,12360,CLASSICAL REMEDIA LTD
SUNSHADES,30145,57882,AQUA PLUS DIVISION OF NCH CANADA INC.
DUOFILM WART REMOVER,30146,72101,KENDALL CANADA INC.
ANDROID 5,30147,64302,WECAN SALES LTD
PEROX-A-MINT SOLUTION,30148,49160,WECAN SALES LTD
MINITRAN,30149,15170,ZO SKIN HEALTH INC
NICOTIANA PULSATILLA,30150,10883,NETTLEWOODS INC.
PAXIPAM,30151,4510,MICROLOGIX INTERNATIONAL LTD.
ROYALAB GERM AWAY,30152,32870,CENT-WELD EQUIPMENT LTD.
AFEDITAB CR,30153,58636,SMITHKLINE BEECHAM PHARMACEUTICALS
STINGEZE,30154,66221,SUNDOWN VITAMINS
SILENT NIGHTS,30155,96822,LEHNING LABORATOIRES
VISCUM PINI 30MG,30156,91175,STEROKEM LTD
OLIVE-VIATE,30157,72947,THANE DIRECT
DOLEX,30158,54012,EAST-MAN FEEDS LTD.
ONOSMODIUM VIRGINIANUM,30159,14400,DMP & ASSOCIATES ENTERPRISES INC.
TEGISON,30160,89681,PRO-MA SYSTEMS
TREATMENT SET TS329467,30161,87967,CANADIAN HORSE SHOE DISTRIBUTORS INC.
PSORIASIS,30162,71409,GLEN MARTIN LTD
TUNA FISH,30163,47400,NUTRIVITE CO INC.
FULVESTRANT,30164,42433,FLON LABORATOIRES INC
URECHOLINE,30165,82514,TOM FORD BEAUTY DIST.
GERI-MOX MAX CHERRY,30166,65043,NOVATEV BIOTECHNOLOGIES INC.
CIMICIFUGA PLEX,30167,62950,ACCESS BUSINESS GROUP INTERNATIONAL LLC
DENTIPATCH,30168,1958,TEXO CORPORATION
ANTI-CHAFE STICK,30169,38496,AFRICAN GOLD LIMITED
DG HEALTH IBUPROFEN PM,30170,36459,PREFER PRODUCTS INC.
FEVERALL INFANTS,30171,31903,G.H. WOOD + WYANT INC.
LITHIUM MURIATICUM,30172,7122,LABORATOIRES LA ROCHE-POSAY CANADA
ARTEMISIA VULGARIS 6C,30173,67456,HEUMANN PCS GMBH
NEXIUM,30174,21201,HEALTH CARE PRODUCTS INTERNATIONAL INC.
ANASCORP,30175,41451,NEHEMIAH MANUFACTURING COMPANY
ADVANCED FORMULA,30176,81219,SKLAR INSTRUMENTS
FUNGAL PLUS,30177,37818,KINSMOR PHARMACEUTICALS CANADA INC.
TK-NAX,30178,66788,DANA CHEMICALS INC.
BACMIN,30179,25939,BARNES HIND CANADA
DYNAREX HP 3,30180,97629,PROMETIC PHARMA INC.
BIO-ICE,30181,48458,ASTRAZENECA CANADA INC
TRICHOPHYTON RUBRUM,30182,98104,COLGATE HOYT/GEL KAM
PETROLEUM JELLY,30183,2882,OLDS SOFTGELS INC
PROCTOZONE,30184,2118,ROCHESTER MIDLAND CANADA CORPORATION
POLY HIST FORTE,30185,15640,HELP REMEDIES INC
PAIN RELIEF CREAM,30186,49684,HERBION CANADA
ENAMELON,30187,75269,PITMAN-MOORE INC.
NEVERPAIN,30188,25964,PROFESSIONAL CLEANER PRODUCTS LTD
FATIGUEHM,30189,79612,BIO OIL RESEARCH LTD.
MONOKET,30190,32277,CANADIAN SANITATION GROUP
PIFELTRO,30191,34886,ALPHARMA INC
VERBENA HASTATA,30192,68048,SMITHS MEDICAL ASD INC
ANACOCCINUM,30193,60978,BRISK CORPORATION
DULCOLAX,30194,8575,DENTEC SAFETY SPECIALISTS INC
JABONITO FRESH,30195,40428,NUTRION HEALTH & FITNESS INC.
LUNELLE,30196,74532,ALERA SKIN CARE PRODUCTS INC.
ANTISEPTIC HAND GEL,30197,42618,BRULIN & COMPANY INC
SAGE,30198,26023,MEDA AB
ENGLISH PLANTAIN,30199,34452,UPPER 49TH IMPORTS INC.
CONTROL REMEDY WATER,30200,91508,NATURE'S PLUS
BRYHALI,30201,79881,EARTH SCIENCE INC.
SUNSCREEN SPF 30,30202,82576,TRAFALGAR INDUSTRIES OF CANADA LTD.
MAGNESIUM HYDROXIDE,30203,51887,VAN R DENTAL PRODUCTS INC.
CLN ACNE CLEANSER,30204,31429,QWATRO CORPORATION
TENSION HEACACHE,30205,52476,NABISCO BRANDS LTD.
CURVULARIA,30206,85972,LES ENTREPRISES GASPESIA PHARMA INC.
AGROBAC FOAM WASH,30207,34313,PRESERVE INTERNATIONAL
PAXIL CR,30208,77518,VIVA LIFE SCIENCE INC.
FLUOCINOLONE ACETONIDE,30209,8733,PETER THOMAS ROTH LABS LLC
GOUT SYMPTOM RELIEVER,30210,26143,AKCEA THERAPEUTICS INC
LEUCOFLEX CGP,30211,36821,PRODUITS NATURELS LEBLANC INC.
GUAAP,30212,60416,STELLA PHARMACEUTICAL CANADA INC.
PRANDIMET,30213,63724,TEW NUTRICEUTICALS INC.
XELJANZ XR,30214,41549,VENTECH DIAGNOSTICS INC.
ANTIVENIN,30215,87788,BROSTEL INC.
INDECISION,30216,84369,1560678 ONTARIO INC.
CORPHEDRA,30217,30486,SALIX PHARMACEUTICALS INC
PROCTOFOAM HC,30218,60469,MONT-PHARMA INC
ONPATTRO,30219,46890,ENDOVATIONS INC.
GAS-AID,30220,11518,W & S FEEDS
VAGICAINE,30221,62848,CANADIAN NATIONAL PHARMA GROUP INC
HCG CORD,30222,88969,NORFOLK SANITATION SUPPLY
OXYGEN SIZE F,30223,12997,RMC GROUP INC.
NOVANA PROTECT BARRIER,30224,74010,SANDOZ CANADA INC
MEDUSA,30225,80166,ROI MARKETING
BRAZIL NUT,30226,28955,HERBON NATURALS INC.
DEPO-SUBQ PROVERA 104,30227,40714,SERB S.A.
LOGEN,30228,48647,KROEGER HERB PRODUCTS
SUNFLOWER POLLEN,30229,61655,JAMES ALEXANDER CORPORATION
ALOE UP LIL KIDS,30230,63855,NOVA HOMEOPATHIC THERAPEUTICS INC.
HEPAR STANNUM 6/10,30231,22854,MOLNLYCKE LTD.
LIVTAC,30232,63834,CANA INTERNATIONAL DISTRIBUTING INC.
SECONAL SODIUM,30233,96463,MID-CANADA MEDICAL NURSING CARE DIVISION
THYRO-BLOCK,30234,84353,M & J COSMETICS SA
PHYSICIANSCARE SINUS,30235,25051,GRAND HEALTH NUTRITION PRODUCTS CO.
EPIPEN E Z PEN,30236,70981,H2O PLUS LLC
KOLA-PECTIN,30237,50542,OSCIENT PHARMACEUTICALS CORPORATION
ENURESIS HP,30238,68456,VIIV HEALTHCARE ULC
H-INSOMNIA FORMULA,30239,49482,SMITH KLINE ANIMAL HEALTH PRODUCTS
2X SUNBLOCK SPF 50,30240,50214,WETCO SANITATION SUPPLY INC.
TREATMENT SET TS332679,30241,49749,NATURE'S PATH FORMULATIONS
PUREJA 40 NUMBER 600,30242,8750,OPI PRODUCTS INC.
ARSENICUM,30243,48892,HAWE-NEOS DENTAL  DR.H.V.WEISSENFLUH AG
ALLERGY DROPS,30244,41927,BROSTEL INC.
PAN AROMAS BABY,30245,62877,9113657 CANADA INC
QUININE SULFATE,30246,70640,HARPP INDUSTRIES INC.
DACTINOMYCIN,30247,95959,NEXMED USA INC
VITALISING TONIC,30248,69718,ALPINE HERBAL REMEDIES LTD.
BIONATUSS,30249,7736,HUMPHREY SANITATION SUPPLIES LTD.
INDUSTRISTAT,30250,55028,SPA DE SOLEIL
357 SUPER MAGNUM,30251,15203,LOREX PHARMACEUTICALS
RED ORANGE SUN,30252,92956,WARNER-LAMBERT CANADA INC.
MY FAIR BABY,30253,48706,ZENECA PHARMA INC.
TOFACITINIB,30254,44983,DERMAZONE SOLUTIONS CANADA INC.
DERMACINRX PRIKAAN,30255,1445,SAFETEX PRODUCTS LTD.
NO DRIP,30256,64866,BIOLOGICAL HOMEOPATHIC INDUSTRIES
1ST RELIEF TOPICAL,30257,78715,BETA BRANDS LIMITED
BIOELEMENTS,30258,35170,DMP & ASSOCIATES ENTERPRISES INC.
ICV CLENZ,30259,63493,THE EMU MAN COMPANY L.C.
NABUMETONE,30260,24849,PERRIGO INTERNATIONAL
MINT BLUE FACIAL MASK,30261,5339,ORGANIKA HEALTH PRODUCTS INC.
ZYVESTRA,30262,88009,TRUCLEAN SOLUTIONS
ELETRIPTAN,30263,56260,PITTSBURGH PLASTICS MANUFACTURING
RUBY-FILL,30264,4034,LES PRODUITS SANITAIRES PRESCOTT INC.
MANGO BLOSSOM,30265,82463,RINRONE ESTABLISHMENT
ENLYTE,30266,14348,MIDWAY ADVANCED PRODUCTS LLC
EVOCLIN,30267,42089,GOLDEN MOOR
AMLODIPINE BESYLATE,30268,70261,LEINER HEALTH PRODUCTS INC.
CONRX DAYTIME,30269,10899,ALCIS HEALTH INC.
DYE-FREE WAL-DRYL,30270,87624,TOTAL NANO
